listing_id,date,occ_forecast
1000,2026-06-02,0.4803805078801405
1000,2026-06-03,0.48076829668450904
1000,2026-06-04,0.49854643080755884
1000,2026-06-05,0.5240617358900489
1000,2026-06-06,0.5297408272615546
1000,2026-06-07,0.5193093703807199
1000,2026-06-08,0.4635948964383866
1000,2026-06-09,0.46415215543491484
1000,2026-06-10,0.4655069791494285
1000,2026-06-11,0.49288064897499273
1000,2026-06-12,0.5236096292063074
1000,2026-06-13,0.520243857904507
1000,2026-06-14,0.5183446591641082
1000,2026-06-15,0.46433196782074204
1000,2026-06-16,0.4834287454048559
1000,2026-06-17,0.5009647008077642
1000,2026-06-18,0.5346364943735968
1000,2026-06-19,0.5607898532110589
1000,2026-06-20,0.5621398301237217
1000,2026-06-21,0.5716565976219713
1000,2026-06-22,0.4843379375518857
1000,2026-06-23,0.49442806310946597
1000,2026-06-24,0.5288751929013572
1000,2026-06-25,0.5214781720011834
1000,2026-06-26,0.5855232666743683
1000,2026-06-27,0.5885791900096439
1000,2026-06-28,0.5476932272989774
1000,2026-06-29,0.46921433949066144
1000,2026-06-30,0.4547891134344559
1000,2026-07-01,0.5237861233886669
1000,2026-07-02,0.5504774486835228
1000,2026-07-03,0.6184138934028927
1000,2026-07-04,0.650333563948063
1000,2026-07-05,0.6334456419572989
1000,2026-07-06,0.5250264098948775
1000,2026-07-07,0.5693649567967664
1000,2026-07-08,0.5652501477081054
1000,2026-07-09,0.5836009944654825
1000,2026-07-10,0.6001693360339564
1000,2026-07-11,0.6093785481155544
1000,2026-07-12,0.5932751752795259
1000,2026-07-13,0.5190260432942089
1000,2026-07-14,0.5369364948084729
1000,2026-07-15,0.5842190846662332
1000,2026-07-16,0.5926920233532206
1000,2026-07-17,0.6344291951966587
1000,2026-07-18,0.6330879363723874
1000,2026-07-19,0.6238845231091347
1000,2026-07-20,0.5677114823643766
1000,2026-07-21,0.5788408841166145
1000,2026-07-22,0.5687146897996257
1000,2026-07-23,0.5838282762181882
1000,2026-07-24,0.6165405891744198
1000,2026-07-25,0.6334298822847657
1000,2026-07-26,0.6322506323258456
1000,2026-07-27,0.5698447793683561
1000,2026-07-28,0.5785661499070295
1000,2026-07-29,0.5575840735340029
1000,2026-07-30,0.5737193606127032
1000,2026-07-31,0.6390879123977872
1000,2026-08-01,0.6416410315140569
1000,2026-08-02,0.6616799605568137
1000,2026-08-03,0.5669577628476813
1000,2026-08-04,0.5471680686367251
1000,2026-08-05,0.5506969327284812
1000,2026-08-06,0.5785750950049959
1000,2026-08-07,0.657863140687641
1000,2026-08-08,0.6365702348469598
1000,2026-08-09,0.6485781956931022
1000,2026-08-10,0.5735848571395868
1000,2026-08-11,0.5675697106748026
1000,2026-08-12,0.5766347694697389
1000,2026-08-13,0.6000439689220824
1000,2026-08-14,0.6553016163598007
1000,2026-08-15,0.6534250831558266
1000,2026-08-16,0.6584736368154567
1000,2026-08-17,0.5805920246126792
1000,2026-08-18,0.5632490393559214
1000,2026-08-19,0.5718815716146907
1000,2026-08-20,0.6068126951555969
1000,2026-08-21,0.6608923468039396
1000,2026-08-22,0.6538919271414363
1000,2026-08-23,0.6605437579560438
1000,2026-08-24,0.5960296208403963
1000,2026-08-25,0.5850792298685342
1000,2026-08-26,0.5860230909767363
1000,2026-08-27,0.6135834654340888
1000,2026-08-28,0.667706061944481
1000,2026-08-29,0.688402597263882
1000,2026-08-30,0.6737610988206263
1001,2026-06-02,0.51938095652702
1001,2026-06-03,0.5213916902016181
1001,2026-06-04,0.5720832786756915
1001,2026-06-05,0.6317898924191974
1001,2026-06-06,0.6266043328088723
1001,2026-06-07,0.5847653519736805
1001,2026-06-08,0.5271758594170475
1001,2026-06-09,0.5179959763049358
1001,2026-06-10,0.5347270742736087
1001,2026-06-11,0.5970192262392503
1001,2026-06-12,0.6406572708153265
1001,2026-06-13,0.6292474095875347
1001,2026-06-14,0.5942579814350689
1001,2026-06-15,0.5330196786630089
1001,2026-06-16,0.5375024962732899
1001,2026-06-17,0.5479985376586494
1001,2026-06-18,0.6075603620103734
1001,2026-06-19,0.6630579832381586
1001,2026-06-20,0.6519584268086949
1001,2026-06-21,0.6427804961257634
1001,2026-06-22,0.576402315654271
1001,2026-06-23,0.5684332196239154
1001,2026-06-24,0.583705163122582
1001,2026-06-25,0.6332880772637525
1001,2026-06-26,0.7038090363824637
1001,2026-06-27,0.7046272353847651
1001,2026-06-28,0.6530594996165598
1001,2026-06-29,0.5682821283319337
1001,2026-06-30,0.5436147363028837
1001,2026-07-01,0.5596183012456493
1001,2026-07-02,0.6085993161278888
1001,2026-07-03,0.7020819679470448
1001,2026-07-04,0.7173793471173529
1001,2026-07-05,0.6693152705726098
1001,2026-07-06,0.5812766895531372
1001,2026-07-07,0.5995043123098996
1001,2026-07-08,0.6133271975063841
1001,2026-07-09,0.6464293624587749
1001,2026-07-10,0.6554227442075564
1001,2026-07-11,0.6563634111761456
1001,2026-07-12,0.658931527323724
1001,2026-07-13,0.5869346781638204
1001,2026-07-14,0.5722478683017579
1001,2026-07-15,0.6024981057278677
1001,2026-07-16,0.6588649560319535
1001,2026-07-17,0.6891833898478086
1001,2026-07-18,0.68180286809072
1001,2026-07-19,0.7011995049150382
1001,2026-07-20,0.630898888973889
1001,2026-07-21,0.6396969557027958
1001,2026-07-22,0.6212831247107489
1001,2026-07-23,0.6748990946555874
1001,2026-07-24,0.732837365682316
1001,2026-07-25,0.7200882327846269
1001,2026-07-26,0.6928167992754157
1001,2026-07-27,0.6591302476914184
1001,2026-07-28,0.6337955424211343
1001,2026-07-29,0.6445367515946874
1001,2026-07-30,0.6750228774684734
1001,2026-07-31,0.7165523738472653
1001,2026-08-01,0.6803505233211137
1001,2026-08-02,0.6794243223578591
1001,2026-08-03,0.6396610477799234
1001,2026-08-04,0.6319399855171236
1001,2026-08-05,0.6487963104186939
1001,2026-08-06,0.6805264617327847
1001,2026-08-07,0.7029524749092535
1001,2026-08-08,0.7004480306879556
1001,2026-08-09,0.6980966062037472
1001,2026-08-10,0.647136338838838
1001,2026-08-11,0.6428775385857634
1001,2026-08-12,0.6568581752878074
1001,2026-08-13,0.6766725322699044
1001,2026-08-14,0.7105613161782082
1001,2026-08-15,0.6954335630523871
1001,2026-08-16,0.6846500851913183
1001,2026-08-17,0.6566187253920821
1001,2026-08-18,0.654100304820308
1001,2026-08-19,0.6652188927535052
1001,2026-08-20,0.6883461143809444
1001,2026-08-21,0.6961425792241855
1001,2026-08-22,0.6804006791690529
1001,2026-08-23,0.6990831185104197
1001,2026-08-24,0.673078555358903
1001,2026-08-25,0.661176770321273
1001,2026-08-26,0.6743439250717058
1001,2026-08-27,0.7069508744849297
1001,2026-08-28,0.6985123697341197
1001,2026-08-29,0.7154403282533892
1001,2026-08-30,0.6951826416973944
1002,2026-06-02,0.4636014644509828
1002,2026-06-03,0.48030421117445454
1002,2026-06-04,0.5241171361729476
1002,2026-06-05,0.5913308789506982
1002,2026-06-06,0.5996340802868485
1002,2026-06-07,0.5337202803424608
1002,2026-06-08,0.49506483116426997
1002,2026-06-09,0.48237657945369533
1002,2026-06-10,0.5041762018360837
1002,2026-06-11,0.5565763755588936
1002,2026-06-12,0.6149667898390966
1002,2026-06-13,0.6165945437911234
1002,2026-06-14,0.5275840865051208
1002,2026-06-15,0.4952658890775879
1002,2026-06-16,0.48729794102936685
1002,2026-06-17,0.5033995308017141
1002,2026-06-18,0.5384626077581467
1002,2026-06-19,0.6092598405051555
1002,2026-06-20,0.618954371029101
1002,2026-06-21,0.5840781645160383
1002,2026-06-22,0.5489454678687778
1002,2026-06-23,0.5261832054819112
1002,2026-06-24,0.5329093326453002
1002,2026-06-25,0.5718043605512471
1002,2026-06-26,0.6613823154343672
1002,2026-06-27,0.6635468703116768
1002,2026-06-28,0.5901324287220074
1002,2026-06-29,0.516841840743203
1002,2026-06-30,0.49614989518547176
1002,2026-07-01,0.4629191932928334
1002,2026-07-02,0.528203872692337
1002,2026-07-03,0.6532654482480164
1002,2026-07-04,0.6729059091282243
1002,2026-07-05,0.6124487834674864
1002,2026-07-06,0.5175708696932189
1002,2026-07-07,0.5445107666005937
1002,2026-07-08,0.5343191496229462
1002,2026-07-09,0.5876221574854275
1002,2026-07-10,0.6293287824803174
1002,2026-07-11,0.6458980920447882
1002,2026-07-12,0.595463962124439
1002,2026-07-13,0.5302006854403393
1002,2026-07-14,0.5106741043651454
1002,2026-07-15,0.5424825720462468
1002,2026-07-16,0.594520820658538
1002,2026-07-17,0.6444465045378656
1002,2026-07-18,0.6514163738550961
1002,2026-07-19,0.6169582950557898
1002,2026-07-20,0.5768156804356368
1002,2026-07-21,0.5812222800783825
1002,2026-07-22,0.5590746901380996
1002,2026-07-23,0.6161455817288407
1002,2026-07-24,0.674186355413692
1002,2026-07-25,0.6801868210538126
1002,2026-07-26,0.6299107180872549
1002,2026-07-27,0.5942886044139309
1002,2026-07-28,0.5779822894298657
1002,2026-07-29,0.5958820619724163
1002,2026-07-30,0.6235447197144526
1002,2026-07-31,0.6932131151951308
1002,2026-08-01,0.6339788730662252
1002,2026-08-02,0.6072539696267129
1002,2026-08-03,0.5698127218172301
1002,2026-08-04,0.5607734432218483
1002,2026-08-05,0.5647079437952579
1002,2026-08-06,0.6111427897514113
1002,2026-08-07,0.6782716524070787
1002,2026-08-08,0.650253418940272
1002,2026-08-09,0.619926213619806
1002,2026-08-10,0.5855920097290945
1002,2026-08-11,0.5662115197722867
1002,2026-08-12,0.5744436510916362
1002,2026-08-13,0.6218259758410256
1002,2026-08-14,0.6690722878493078
1002,2026-08-15,0.6436515635120496
1002,2026-08-16,0.6027862992992334
1002,2026-08-17,0.5710979517836173
1002,2026-08-18,0.5604105033434489
1002,2026-08-19,0.5819979051762826
1002,2026-08-20,0.6370886564018278
1002,2026-08-21,0.6890084225635187
1002,2026-08-22,0.6620400106803656
1002,2026-08-23,0.6563979152695552
1002,2026-08-24,0.6244664724020379
1002,2026-08-25,0.58759816016373
1002,2026-08-26,0.5936556627587886
1002,2026-08-27,0.6561378313453934
1002,2026-08-28,0.6763920552588186
1002,2026-08-29,0.6841168710503123
1002,2026-08-30,0.6558583398033961
1003,2026-06-02,0.6205664602763874
1003,2026-06-03,0.6411817352659059
1003,2026-06-04,0.6551889629996794
1003,2026-06-05,0.6984657933304342
1003,2026-06-06,0.6948171015711766
1003,2026-06-07,0.6849905001436614
1003,2026-06-08,0.639908908808289
1003,2026-06-09,0.6228740939794469
1003,2026-06-10,0.6404345019410689
1003,2026-06-11,0.6376394838408053
1003,2026-06-12,0.6803282890942838
1003,2026-06-13,0.6922435535830939
1003,2026-06-14,0.6928042322390088
1003,2026-06-15,0.6207161389483461
1003,2026-06-16,0.6547918529511539
1003,2026-06-17,0.6490374845856824
1003,2026-06-18,0.6634447536122419
1003,2026-06-19,0.6899081904332127
1003,2026-06-20,0.6936765834017968
1003,2026-06-21,0.7255723292406
1003,2026-06-22,0.6385088999675314
1003,2026-06-23,0.6581814757453136
1003,2026-06-24,0.6770631800513454
1003,2026-06-25,0.6887839300838151
1003,2026-06-26,0.7076352555667459
1003,2026-06-27,0.7213535255193797
1003,2026-06-28,0.7185699128698279
1003,2026-06-29,0.6624692087308062
1003,2026-06-30,0.6595304229759753
1003,2026-07-01,0.6469049948528172
1003,2026-07-02,0.691619011495226
1003,2026-07-03,0.7526958200576718
1003,2026-07-04,0.7545108197268351
1003,2026-07-05,0.7460141653144058
1003,2026-07-06,0.633184342443056
1003,2026-07-07,0.6692226691762929
1003,2026-07-08,0.7036672079845726
1003,2026-07-09,0.7265449256391397
1003,2026-07-10,0.7460043583709774
1003,2026-07-11,0.7634906398977631
